IP_ADDRESS,TEST_DATE,TIME_ZONE,DOWNLOAD_MEGABITS,UPLOAD_MEGABITS,LATENCY_MS,SERVER_NAME,DISTANCE_MILES,CONNECTION_MODE,SERVER_COUNT
45.94.208.214,07/22/2024 21:16,GMT,71.31,22.94,159,Lisbon,0,multi,4
